"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_routes_audio","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestOutputFormatter","test_output_formatter","",""
"Test serialization with model_dump().","1","test_model_dump","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"Same images but different prompt should produce lower overlap than repeated same prompt.","3664","test_vllm_mm_overlap_same_images_different_prompt_less_than_same_prompt","tests.mm_router","2026-04-06","passed","2026-04-06","","test_vllm_mm_router_e2e","",""
"Speed from request is stored in EngineInputs.","1","test_speed_propagated","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestEngineInputsFromAudio","test_audio_handler","",""
"
    Test dynamo deployments with different configurations.
    ","91259","test_deployment[aggregated-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_trtllm","",""
"Load scaling only (no throughput scaling) + AIC unsupported passes.","1","test_planner_load_scaling_only_aic_unsupported_passes","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestValidateDgdrDynamoFeatures","test_helpers_profile_sla","",""
"Test SGLang deployment scenarios using common helpers","83534","test_sglang_deployment[multimodal_agg_qwen-2]","tests.serve","2026-04-06","passed","2026-04-06","","test_sglang","",""
"","0","test_get_model_name_mismatch_raises_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"deep_update adds new keys from source that are not in target.","0","test_deep_update_adds_new_keys","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","","test_trtllm_unit","",""
"","0","test_squeezes_extra_dims","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestAudioFormatterExtractTensor","test_output_formatter","",""
"Test seconds with default fps (24).","0","test_compute_num_frames_only_seconds","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"Test that --model-express-url is stored when load format is mx-source/mx-target.","4","test_model_express_url_from_cli_arg[mx-target]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","0","test_decode_worker[DisaggregationMode.ENCODE]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","253433","test_deployment[vllm-agg]","tests.deploy","2026-04-06","passed","2026-04-06","","test_deploy","",""
"Verify InputProcessor exposes renderer, generation_config_fields,
        and get_tokenizer used by EngineFactory and VllmProcessor.

        EngineFactory calls input_processor.get_tokenizer() and passes
        input_processor.renderer to preprocess_chat_request.
        VllmProcessor iterates input_processor.generation_config_fields.
        ","0","test_input_processor_attributes","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestVllmRendererApi","test_vllm_renderer_api","",""
"Test the internal _update_dgd_replicas method","0","test_update_dgd_replicas_directly","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"Test that --is-prefill-worker still works but emits DeprecationWarning.","4","test_legacy_is_prefill_worker_emits_deprecation","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"Test get_actual_worker_counts when both services are stable","0","test_get_actual_worker_counts_stable","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kubernetes_connector","",""
"Non-positive ring_degree must be rejected.","0","test_omni_config_invalid_ring_degree[-1]","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","","test_omni_args","",""
"","1","test_empty_input_rejected","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestEngineInputsFromAudio","test_audio_handler","",""
"predict_next() returns 0 when no data points exist.","0","test_returns_zero_when_empty","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"Test that K8s mode falls back to CLI flags when DGD parsing fails","1","test_kubernetes_mode_fallback_to_cli_on_dgd_error","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestInitializeGpuCounts","test_sla_planner_scaling","",""
"Case 10: imagePullSecrets injected via overrides into a new spec field.","638","test_10_override_security_context","components.src.dynamo.profiler.tests.integration","2026-04-06","passed","2026-04-06","TestThoroughMockedOverrides","test_profile_sla_dgdr","",""
"Test handling when status fields are missing","1","test_get_service_replica_status_missing_status_fields","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"stream_interval=1: one token per chunk. Baseline that works.","2","test_stream_interval_1","tests.frontend","2026-04-06","passed","2026-04-06","","test_prepost","",""
"Returns correct values when ttft/itl SLA is used.","1","test_basic_ttft_itl","components.src.dynamo.profiler.tests.unit","2026-04-06","passed","2026-04-06","TestExtractProfilerParams","test_helpers_profile_sla","",""
"Setting both --dyn-tool-call-parser and --tool-call-parser exits with error.","6","test_tool_call_parser_both_flags_error","components.src.dynamo.sglang.tests","2026-04-06","passed","2026-04-06","","test_sglang_unit","",""
"","59631","test_sglang_indexers_sync[nats_core]","tests.router","2026-04-06","passed","2026-04-06","","test_router_e2e_with_sglang","",""
"get_avg_output_sequence_tokens with router source queries dynamo_component_router_* metric.","0","test_get_avg_output_sequence_tokens_dispatches_to_router_histogram","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"","0","test_accepts_private_ipv6","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestIsRoutable","test_vllm_unit","",""
"Test handler authorizes requests from managed namespaces.","4","test_handler_authorization_success","components.src.dynamo.global_planner.tests.unit","2026-04-06","passed","2026-04-06","","test_scale_request_handler","",""
"Test decoding embeddings with various shapes and dtypes.","9","test_decode_valid_embeddings_various_shapes[3d-float16]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"
    DYN_LOG=debug alone must NOT change the vllm logger level from the
    default INFO. DYN_LOG controls dynamo logging only.
    ","25","test_dyn_log_does_not_affect_vllm_level","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_logging","",""
"
    Connect a VirtualConnector (Dynamo Planner) and a VirtualConnectorClient (customer), and scale.
    ","0","test_main","components.src.dynamo.planner.tests.integration","2026-04-06","skipped","2026-04-06","","test_virtual_connector","",""
"
    Test GPU cache eviction mechanics.

    Validates that:
    - Multiple requests fill GPU cache causing eviction
    - Evicted blocks can be retrieved from CPU cache via onboarding
    - Metrics correctly reflect offload and onboard operations
    ","333","test_gpu_cache_eviction[llm_server_kvbm0]","tests.kvbm_integration","2026-04-06","passed","2026-04-06","","test_kvbm","",""
"Test that model_express_url is None when load format is not mx-*.","4","test_model_express_url_none_for_default_load_format","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"","70","test_vllm_chat_processor_tokenizes_and_streams_tool_calls","tests.frontend","2026-04-06","passed","2026-04-06","","test_vllm_prepost_integration","",""
"Test that combining legacy flags with explicit --disaggregation-mode raises ValueError.","3","test_conflicting_legacy_and_new_flags_raises","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"Test that various value ranges are preserved with float32 precision.","1","test_embedding_value_ranges_preserved[ones]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test KubernetesAPI initialization without custom namespace","1","test_kubernetes_api_init_without_namespace","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"predict_next() falls back to last value when buffer < 5 points.","0","test_returns_last_value_when_insufficient_data","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"","1","test_valid_task_types_accepted","components.src.dynamo.vllm.tests.omni","2026-04-06","passed","2026-04-06","TestValidateTtsRequest","test_audio_handler","",""
"Test is_deployment_ready method when deployment is ready","0","test_is_deployment_ready_true","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","","test_kube","",""
"","1","test_encode_worker[None]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Leading zeros (idle period) are excluded from data_buffer.","0","test_skips_leading_zeros_idle_period","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestProphetPredictorTimestamp","test_load_predictors","",""
"Test that valid absolute path is stored correctly.","4","test_custom_jinja_template_valid_path","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","","test_vllm_unit","",""
"get_avg_input_sequence_tokens with router source queries dynamo_component_router_* metric.","1","test_get_avg_input_sequence_tokens_dispatches_to_router_histogram","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"Test decoding embeddings of various sizes.","63","test_various_embedding_sizes[128]","components.src.dynamo.vllm.tests","2026-04-06","passed","2026-04-06","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"Test that None values do not override existing params.","1","test_none_values_are_skipped","components.src.dynamo.trtllm.tests","2026-04-06","passed","2026-04-06","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"warn_if_router_not_scraped logs a warning when absent() returns a result.","1","test_warn_if_router_not_scraped_logs_warning_when_absent","components.src.dynamo.planner.tests.unit","2026-04-06","passed","2026-04-06","TestPrometheusAPIClientRouterSource","test_prometheus","",""
"stream_interval=20: multiple tokens per chunk.

    When </think>, <tool_call>, and the start of the JSON body arrive in a
    single CompletionOutput, the tool parser must still extract the tool call
    correctly instead of leaking raw tool-call markup into ``content``.
    ","0","test_stream_interval_20","tests.frontend","2026-04-06","passed","2026-04-06","","test_prepost","",""
